Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ExitRates in %,PageValues,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3,72.0,1,0.0,38,0.023666667,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
5,69.5,0,0.0,4,0.026666667,0.0,May,2,2,3,4,Returning_Visitor,True,False
4,63.25,2,7.0,9,0.014285714,0.0,Nov,2,2,6,8,New_Visitor,True,False
0,0.0,0,0.0,7,0.00952381,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
2,32.7,0,0.0,6,0.036709957,24.16451021,Aug,3,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.01,0.0,May,2,2,9,4,Returning_Visitor,False,False
3,45.0,0,0.0,24,0.034,0.0,May,2,5,2,2,Returning_Visitor,False,False
1,30.0,3,16.5,99,0.020506536,7.300656863,May,2,2,1,1,Returning_Visitor,True,False
5,200.0,1,0.0,33,0.026619133,0.0,May,3,2,5,2,Returning_Visitor,False,False
2,14.25,0,0.0,29,0.006896552,84.87572674,Nov,2,5,3,2,New_Visitor,False,True
4,170.5,0,0.0,20,0.015789474,0.0,Nov,1,1,6,3,New_Visitor,False,False
0,0.0,0,0.0,25,0.052,0.0,May,2,2,1,19,Returning_Visitor,False,False
1,18.2,0,0.0,44,0.065925926,0.0,Oct,2,2,1,13,Returning_Visitor,False,False
3,49.5,0,0.0,68,0.012826797,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
12,255.5166667,0,0.0,38,0.010852713,0.0,Oct,2,2,7,5,Returning_Visitor,True,False
0,0.0,0,0.0,2,0.055555556,0.0,Nov,6,2,3,8,Returning_Visitor,False,False
1,100.0,2,111.0,13,0.013333333,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,Dec,2,4,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,11,0.072727273,0.0,May,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,24,0.034090909,0.0,May,2,4,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,34,0.014052288,0.0,Nov,2,2,1,2,Returning_Visitor,True,False
4,23.375,2,231.6,35,0.041741742,0.0,Nov,2,2,5,2,Returning_Visitor,True,False
2,334.5,2,29.0,17,0.0225,18.22304387,Dec,2,2,1,6,Returning_Visitor,False,True
0,0.0,0,0.0,6,0.022222222,44.99,May,3,2,2,5,Returning_Visitor,False,True
0,0.0,0,0.0,13,0.023076923,0.0,Dec,2,2,9,8,New_Visitor,False,False
0,0.0,0,0.0,5,0.05,0.0,Dec,3,2,1,2,New_Visitor,False,False
5,115.1111111,2,146.0,89,0.021383053,5.159462207,May,2,2,7,3,Returning_Visitor,False,False
0,0.0,1,7.0,10,0.018181818,60.71287168,Sep,1,1,7,2,Returning_Visitor,False,True
7,156.0,0,0.0,60,0.017066636,0.0,Mar,3,2,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.12,0.0,May,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,54,0.004290709,0.0,Nov,1,1,1,2,Returning_Visitor,False,False
3,47.0,1,51.0,68,0.016727891,46.53017511,Mar,2,2,1,1,Returning_Visitor,False,False
2,21.0,0,0.0,9,0.006060606,0.0,Oct,2,2,3,2,New_Visitor,False,False
4,94.0,0,0.0,34,0.019142857,16.12416,May,1,8,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,16,0.025,0.0,May,2,4,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.2,0.0,Feb,3,3,1,3,Returning_Visitor,False,False
5,74.4,0,0.0,140,0.016226074,0.0,Sep,2,2,3,4,Returning_Visitor,True,False
16,313.8666667,3,153.5,156,0.011252929,1.534835979,May,2,2,2,4,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.1,0.0,Mar,3,2,7,9,Returning_Visitor,True,False
1,4.0,1,0.0,22,0.01037037,1.453922921,Oct,2,2,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,26,0.042307692,0.0,Nov,3,2,4,11,Returning_Visitor,True,False
4,148.5,1,118.0,150,0.005636724,33.33074497,Mar,2,2,5,2,Returning_Visitor,False,False
0,0.0,0,0.0,30,0.048357964,1.444763592,June,3,2,4,3,Returning_Visitor,True,False
5,72.57333333,10,208.6,27,0.029166667,0.0,Sep,2,2,1,2,Returning_Visitor,False,True
2,7.0,0,0.0,7,0.058333333,0.0,Nov,3,2,3,11,Returning_Visitor,True,False
6,374.0,0,0.0,83,0.025536616,0.0,May,3,2,1,1,Returning_Visitor,False,False
0,0.0,1,0.0,11,0.018181818,0.0,May,2,2,6,3,New_Visitor,False,False
0,0.0,1,29.0,9,0.02,0.0,Mar,2,2,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,22,0.009090909,54.97036364,May,2,2,4,2,New_Visitor,False,True
3,25.2,0,0.0,54,0.0136723,0.0,May,3,2,4,13,Returning_Visitor,False,False
5,39.8,2,239.8,216,0.013368848,0.888485964,Aug,2,2,3,13,Returning_Visitor,False,False
5,345.0,0,0.0,7,0.026666667,0.0,Mar,3,2,4,2,Returning_Visitor,False,False
2,58.5,0,0.0,11,0.036363636,0.0,Nov,2,2,7,2,Returning_Visitor,False,False
2,10.0,1,19.0,24,0.022,0.0,Dec,1,1,4,3,Returning_Visitor,True,False
0,0.0,0,0.0,2,0.166666667,0.0,Nov,3,2,3,13,Returning_Visitor,False,False
3,289.0,0,0.0,5,0.025,0.0,Nov,3,3,1,10,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.1,0.0,May,2,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,11,0.036363636,0.0,Oct,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,37,0.014814815,0.0,Dec,2,2,3,2,Returning_Visitor,False,False
2,61.5,0,0.0,15,0.007291667,0.0,Nov,2,10,2,4,Returning_Visitor,True,False
3,221.0,0,0.0,17,0.011764706,0.0,Mar,1,1,1,3,New_Visitor,True,False
0,0.0,0,0.0,20,0.005789474,0.0,May,1,8,1,19,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.2,0.0,May,2,2,9,3,Returning_Visitor,False,False
0,0.0,0,0.0,48,0.051215278,0.0,May,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,15,0.044444444,0.0,May,2,2,2,2,Returning_Visitor,False,False
1,5.0,0,0.0,7,0.123809524,0.0,May,1,1,4,15,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.05,0.0,May,1,1,1,3,Returning_Visitor,False,False
8,256.5,1,0.0,57,0.032699169,3.373062968,Nov,3,2,3,2,Returning_Visitor,True,True
1,60.75,0,0.0,13,0.056410256,0.0,Nov,3,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,18,0.021924603,0.0,Mar,3,2,3,10,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.033333333,0.0,Dec,1,1,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,Jul,3,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,20,0.044444444,0.0,May,2,2,9,4,Returning_Visitor,True,False
14,247.1363636,2,120.6666667,56,0.025355418,24.72661836,May,3,2,1,1,Returning_Visitor,False,False
1,3.0,0,0.0,17,0.0125,0.0,May,2,5,1,4,Returning_Visitor,False,False
4,250.8571429,1,37.5,71,0.004054054,80.58733784,May,2,4,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,44,0.046666667,0.0,June,2,2,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,7,0.028571429,0.0,May,2,5,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,10,0.022222222,0.0,Nov,2,2,1,10,Returning_Visitor,False,False
0,0.0,0,0.0,40,0.029795821,0.0,Mar,3,2,1,2,Returning_Visitor,False,False
2,29.86666667,2,99.6,13,0.004166667,0.0,Oct,1,1,2,2,New_Visitor,False,False
0,0.0,0,0.0,2,0.05,0.0,Nov,3,2,8,2,Returning_Visitor,False,False
0,0.0,0,0.0,12,0.066666667,0.0,Mar,2,2,1,3,Returning_Visitor,True,False
1,51.5,0,0.0,21,0.012121212,0.0,Nov,2,2,4,2,New_Visitor,False,False
0,0.0,0,0.0,10,0.02,13.9394091,Nov,2,2,1,1,Returning_Visitor,False,True
7,61.08,0,0.0,39,0.01627907,0.0,Oct,2,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,14,0.014285714,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
4,131.0,0,0.0,30,0.026470588,6.929826318,Nov,2,2,2,4,Returning_Visitor,False,True
3,27.53333333,1,0.0,45,0.040017253,6.673695652,May,3,2,1,3,Returning_Visitor,True,True
5,98.35,0,0.0,279,0.018561894,0.651781814,Nov,2,2,1,2,Returning_Visitor,True,False
0,0.0,1,0.0,21,0.019047619,34.27708553,Nov,1,1,1,10,Returning_Visitor,False,True
2,20.0,0,0.0,17,0.011111111,0.0,Mar,2,2,9,2,Returning_Visitor,False,False
12,232.3535714,0,0.0,439,0.018437701,2.626909076,Nov,2,5,1,10,Returning_Visitor,False,True
4,182.0,0,0.0,15,0.015686275,0.0,May,2,6,9,3,Returning_Visitor,False,False
0,0.0,0,0.0,9,0.033333333,0.0,Dec,1,1,3,2,New_Visitor,False,False
8,89.9,3,20.0,84,0.012385965,3.170426459,Jul,2,2,7,1,Returning_Visitor,False,False
1,19.0,0,0.0,43,0.04015873,0.0,Nov,3,6,1,2,Returning_Visitor,True,False
4,206.25,0,0.0,16,0.011111111,10.17711218,Sep,3,2,1,4,Returning_Visitor,True,True
0,0.0,0,0.0,1,0.2,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
2,76.6,0,0.0,16,0.021568627,0.0,Oct,4,1,4,1,Returning_Visitor,True,False
3,142.2,0,0.0,24,0.007407407,0.0,Oct,2,5,7,2,New_Visitor,True,False
0,0.0,0,0.0,29,0.01954023,0.0,Mar,2,2,3,10,Returning_Visitor,False,False
0,0.0,0,0.0,6,0.157142857,0.0,May,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.05,0.0,Dec,2,2,6,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,Dec,2,2,3,1,Other,True,False
2,24.0,0,0.0,16,0.022222222,0.0,Jul,2,2,9,2,Returning_Visitor,False,False
1,12.0,0,0.0,4,0.04,0.0,Oct,1,8,6,20,New_Visitor,False,False
3,33.46666667,0,0.0,113,0.009314954,40.08238165,June,2,2,7,3,Returning_Visitor,False,False
8,275.75,1,97.0,204,0.015411986,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.2,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
1,8.0,2,134.5,21,0.031944444,0.0,Nov,2,10,1,1,Returning_Visitor,False,True
4,362.0,1,61.0,17,0.005,0.0,May,2,2,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,8,0.0125,0.0,Mar,1,1,1,1,Returning_Visitor,False,False
2,76.6,0,0.0,28,0.022222222,45.19820194,June,1,2,1,1,Returning_Visitor,True,True
2,10.0,2,451.5,27,0.023502304,7.964649501,Mar,2,6,7,2,Returning_Visitor,False,False
0,0.0,0,0.0,9,0.103703704,0.0,Oct,2,2,3,4,Returning_Visitor,True,False
4,65.16666667,0,0.0,31,0.008823529,0.0,May,2,2,8,3,Returning_Visitor,False,False
2,57.0,1,4.0,35,0.031578947,0.0,May,2,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,7,0.033333333,0.0,Mar,1,1,6,2,New_Visitor,True,False
0,0.0,0,0.0,3,0.033333333,0.0,Sep,1,2,1,2,New_Visitor,True,False
1,0.0,0,0.0,23,0.036666667,0.0,Dec,1,1,8,2,Returning_Visitor,True,False
9,228.2,1,0.0,7,0.03,0.0,Nov,2,2,1,20,Returning_Visitor,False,False
0,0.0,0,0.0,9,0.048148148,0.0,May,2,4,3,4,Returning_Visitor,False,False
1,5.0,0,0.0,15,0.06875,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
20,199.4562728,7,299.0333333,686,0.022771363,0.150650498,Aug,2,2,1,1,Returning_Visitor,False,False
1,29.2,0,0.0,66,0.036488095,16.1347001,Jul,1,1,8,1,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.2,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
1,28.5,1,0.0,315,0.019252583,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,6,0.066666667,0.0,Dec,2,4,1,2,Returning_Visitor,False,False
5,587.0,0,0.0,125,0.023856765,0.0,May,3,2,1,4,Returning_Visitor,False,False
8,195.3166667,0,0.0,54,0.019047619,54.24886418,Mar,2,2,1,2,Returning_Visitor,False,False
8,197.7083333,6,130.5166667,35,0.018611111,34.98992634,Nov,3,2,1,11,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.2,0.0,June,3,2,3,13,Returning_Visitor,False,False
0,0.0,0,0.0,12,0.123412698,0.0,May,2,2,1,6,Returning_Visitor,False,False
0,0.0,0,0.0,64,0.018958333,0.0,Nov,3,2,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,20,0.033333333,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
3,53.16666667,0,0.0,11,0.003571429,0.0,Mar,3,2,1,9,Returning_Visitor,False,False
3,115.0,0,0.0,6,0.022222222,0.0,Dec,1,1,7,2,New_Visitor,True,False
0,0.0,0,0.0,4,0.075,0.0,Mar,2,4,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,51,0.0345,0.0,Nov,2,2,7,2,Returning_Visitor,False,False
13,662.3392857,0,0.0,81,0.022822804,2.647620068,Dec,1,1,6,2,Returning_Visitor,True,True
0,0.0,0,0.0,20,0.05952381,0.0,May,3,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,7,0.033333333,0.0,May,2,2,7,1,Returning_Visitor,False,False
2,55.0,0,0.0,6,0.033333333,0.0,Mar,2,2,7,2,New_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,May,3,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,6,0.006666667,0.0,May,2,2,9,2,Returning_Visitor,False,False
6,159.7,1,72.6,44,0.003921569,0.0,Oct,2,2,2,5,New_Visitor,False,False
0,0.0,0,0.0,23,0.008695652,0.0,Nov,3,2,1,10,Returning_Visitor,False,False
4,85.0,0,0.0,19,0.035,0.0,May,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.2,0.0,May,3,2,3,13,Returning_Visitor,False,False
0,0.0,0,0.0,116,0.022635468,0.0,Nov,2,2,1,10,Returning_Visitor,True,False
18,280.95,6,762.5,79,0.014008551,25.96702005,Mar,2,4,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,8,0.105,0.0,Mar,2,2,2,10,Returning_Visitor,False,False
2,4.0,5,161.5,64,0.022009804,18.88360212,Nov,1,2,6,2,Returning_Visitor,False,False
0,0.0,0,0.0,41,0.018376068,0.0,Nov,2,2,6,11,Returning_Visitor,False,False
2,94.6,1,74.6,16,0.015789474,0.0,Jul,1,2,9,2,New_Visitor,False,False
2,21.33333333,0,0.0,3,0.0125,0.0,May,3,2,4,4,Returning_Visitor,True,False
0,0.0,0,0.0,4,0.2,0.0,Feb,2,2,1,3,Returning_Visitor,False,False
3,90.0,0,0.0,25,0.033504762,0.0,Mar,2,2,1,1,Returning_Visitor,True,False
6,171.5,3,178.5,26,0.017647059,8.045767732,Nov,2,2,4,2,Returning_Visitor,False,True
8,102.0,0,0.0,9,0.035897436,0.0,Dec,3,2,3,2,Returning_Visitor,True,False
2,58.0,0,0.0,50,0.011538462,2.179730769,Mar,4,2,2,11,Returning_Visitor,True,True
3,54.5,0,0.0,67,0.023901833,0.0,Nov,3,2,1,13,Returning_Visitor,True,False
9,352.2333333,0,0.0,49,0.017407407,0.0,Aug,1,2,9,2,Returning_Visitor,False,False
4,74.21428571,0,0.0,32,0.0203125,50.82975,May,3,2,1,2,Returning_Visitor,True,True
0,0.0,0,0.0,1,0.2,0.0,May,4,1,1,4,Returning_Visitor,False,False
6,523.2142857,2,263.0,48,0.014903846,10.60089168,Mar,2,2,3,1,Returning_Visitor,False,True
15,290.2934078,2,302.0,49,0.024273772,10.74211393,Nov,1,1,2,2,Returning_Visitor,False,False
11,104.9733333,2,41.2,27,0.011111111,23.5504394,Oct,2,4,1,1,Returning_Visitor,False,False
5,161.35,0,0.0,18,0.03015873,0.0,Nov,1,1,1,2,Returning_Visitor,True,False
2,36.0,0,0.0,15,0.011764706,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.033333333,19.50605707,Aug,1,1,4,2,New_Visitor,False,True
1,12.0,2,11.0,18,0.032251082,0.0,Nov,3,2,1,2,New_Visitor,False,False
0,0.0,0,0.0,21,0.034126984,0.0,Nov,3,2,1,2,Returning_Visitor,True,False
6,83.4,1,102.3,34,0.014313725,0.0,Nov,1,1,6,2,Returning_Visitor,False,False
0,0.0,0,0.0,12,0.016666667,0.0,Nov,8,2,1,10,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
2,4.0,0,0.0,2,0.05,0.0,Sep,2,10,3,5,New_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,Aug,2,2,3,1,Returning_Visitor,False,False
2,51.0,0,0.0,23,0.009090909,0.0,May,2,2,3,13,Returning_Visitor,False,False
0,0.0,0,0.0,18,0.046666667,0.0,May,3,2,6,3,Returning_Visitor,False,False
5,39.0,0,0.0,13,0.011764706,0.0,Nov,2,4,3,2,New_Visitor,False,True
0,0.0,0,0.0,7,0.028571429,0.0,May,3,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,Dec,1,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,17,0.033333333,0.0,Feb,2,4,1,3,Returning_Visitor,False,False
6,171.1190476,0,0.0,22,0.029761905,0.0,Nov,3,2,2,4,Returning_Visitor,False,False
10,293.0,0,0.0,29,0.015135135,8.897594595,May,2,2,3,2,Returning_Visitor,True,False
5,249.8,2,50.0,229,0.024304152,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
7,76.15,0,0.0,67,0.019047619,0.68291229,June,2,2,2,13,Returning_Visitor,False,False
1,12.1,5,493.0,50,0.019939881,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
3,107.4,0,0.0,14,0.021428571,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
4,104.0,0,0.0,33,0.012903226,0.0,May,3,2,3,6,Returning_Visitor,False,False
0,0.0,0,0.0,47,0.004255319,3.663617021,May,2,5,3,2,Returning_Visitor,False,True
1,585.5,0,0.0,80,0.007864356,26.41113767,Nov,3,2,2,2,Returning_Visitor,False,True
0,0.0,0,0.0,49,0.037163121,0.0,Dec,2,4,9,1,Returning_Visitor,True,False
0,0.0,0,0.0,59,0.030879354,0.0,Dec,3,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,12,0.025,0.0,Mar,3,3,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.06,0.0,Nov,1,1,3,11,Returning_Visitor,False,False
3,136.0,0,0.0,39,0.020731707,3.941736143,Nov,2,2,4,2,Returning_Visitor,False,False
10,382.8333333,4,319.3,72,0.010912698,12.0921619,Mar,2,2,6,2,Returning_Visitor,False,True
6,27.0,1,0.0,141,0.019984285,1.257438906,Nov,2,2,1,2,Returning_Visitor,False,False
6,94.1,0,0.0,92,0.021875,6.664927724,Nov,1,1,1,2,Returning_Visitor,True,True
0,0.0,0,0.0,6,0.077777778,0.0,June,2,2,1,2,Returning_Visitor,False,False
3,155.7,0,0.0,18,0.010526316,0.0,Nov,1,1,1,2,New_Visitor,False,False
0,0.0,0,0.0,7,0.028571429,49.36350729,Nov,2,2,2,7,Returning_Visitor,True,True
1,64.5,0,0.0,41,0.020714286,0.0,Dec,2,2,1,2,New_Visitor,False,False
0,0.0,2,163.0,62,0.011827957,9.311854839,May,2,2,5,2,Returning_Visitor,True,False
4,133.8,2,54.4,13,0.023529412,0.0,Nov,1,1,3,2,New_Visitor,False,False
0,0.0,0,0.0,1,0.15,0.0,May,2,2,1,5,Returning_Visitor,False,False
2,32.0,1,70.0,16,0.019047619,9.543060317,Mar,2,2,3,8,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.1,0.0,Mar,1,1,4,1,Returning_Visitor,False,False
3,32.0,0,0.0,15,0.011764706,0.0,Nov,1,8,4,11,Returning_Visitor,False,False
0,0.0,0,0.0,14,0.035714286,0.0,Jul,2,4,9,3,Returning_Visitor,False,False
4,160.5833333,1,136.75,21,0.004545455,16.53909091,May,2,2,4,2,New_Visitor,True,False
1,3.0,0,0.0,24,0.048,0.0,Oct,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,10,0.11,0.0,May,3,2,1,6,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.066666667,0.0,Dec,2,13,9,20,Returning_Visitor,False,False
3,54.5,4,472.0,14,0.010526316,0.0,May,3,2,3,2,New_Visitor,False,False
0,0.0,0,0.0,9,0.011111111,78.56959864,Sep,2,2,5,2,New_Visitor,False,True
3,922.75,0,0.0,56,0.022668819,0.0,Nov,2,2,1,13,Returning_Visitor,False,False
3,84.0,0,0.0,59,0.038231522,0.0,Oct,3,2,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,6,0.066666667,0.0,Oct,2,6,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.1,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,143,0.038977353,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
6,61.66666667,0,0.0,18,0.011904762,12.55885714,May,2,2,1,4,Returning_Visitor,False,True
0,0.0,0,0.0,19,0.021052632,0.0,May,2,2,7,1,Returning_Visitor,True,False
4,341.6,0,0.0,3,0.022222222,0.0,Oct,3,2,8,2,New_Visitor,True,False
0,0.0,0,0.0,5,0.053333333,0.0,May,7,1,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,7,0.15,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
6,135.15,0,0.0,52,0.020257937,0.0,Sep,3,2,3,13,Returning_Visitor,False,False
2,50.0,0,0.0,29,0.016666667,0.0,Mar,2,6,3,1,Returning_Visitor,False,False
7,77.5,0,0.0,14,0.013333333,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,20,0.01,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
11,196.15,0,0.0,141,0.004244028,12.50786523,Nov,2,2,6,2,Returning_Visitor,False,False
15,275.9104437,6,606.75,47,0.019090804,9.417272131,May,3,2,4,6,Returning_Visitor,True,False
0,0.0,0,0.0,6,0.066666667,0.0,May,2,2,2,3,Returning_Visitor,False,False
3,184.7333333,0,0.0,106,0.00287037,3.96093872,Aug,2,2,9,2,Returning_Visitor,False,True
1,15.2,1,43.4,13,0.05,21.58031621,Jul,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.2,0.0,Mar,1,1,1,10,Returning_Visitor,False,False
1,134.0,0,0.0,21,0.00952381,0.0,Nov,1,1,2,2,New_Visitor,False,False
1,5.0,2,33.3,16,0.021052632,0.0,Jul,2,2,7,1,Returning_Visitor,False,False
4,61.0,0,0.0,19,0.026984127,17.53595893,Feb,1,1,7,4,Returning_Visitor,True,True
0,0.0,0,0.0,20,0.005364455,20.82613173,Nov,2,5,2,5,Returning_Visitor,True,True
0,0.0,0,0.0,8,0.15,0.0,Aug,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,15,0.026666667,0.0,Mar,2,2,2,3,Returning_Visitor,True,False
0,0.0,1,11.0,54,0.022545455,0.0,Sep,1,1,3,2,Returning_Visitor,True,False
1,11.42857143,2,146.0,20,0.01955353,20.79115942,May,2,2,4,4,Returning_Visitor,False,False
0,0.0,0,0.0,27,0.003703704,0.0,Nov,8,2,3,20,New_Visitor,False,True
2,194.9,0,0.0,14,0.009183673,0.0,Nov,1,1,4,3,Returning_Visitor,False,True
0,0.0,0,0.0,20,0.026315789,0.0,Nov,2,2,1,8,Returning_Visitor,True,True
0,0.0,0,0.0,5,0.04,0.0,Nov,1,1,3,10,Returning_Visitor,True,False
1,21.0,0,0.0,31,0.010344828,0.0,May,2,2,1,4,New_Visitor,False,False
0,0.0,0,0.0,14,0.015384615,0.0,May,2,2,2,2,New_Visitor,True,False
7,65.83333333,0,0.0,7,0.02,0.0,May,2,4,1,2,Returning_Visitor,False,False
3,63.4,1,0.0,26,0.087060755,0.0,Aug,3,2,6,13,Returning_Visitor,True,False
1,131.5,1,19.0,62,0.003266621,83.96813664,Nov,2,2,1,2,New_Visitor,False,True
2,197.5,0,0.0,17,0.011111111,0.0,Dec,1,1,1,8,Returning_Visitor,False,False
6,75.41666667,1,105.0,21,0.022435897,7.072429969,Nov,1,1,4,10,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.2,0.0,Nov,4,1,1,3,Returning_Visitor,False,False
5,72.5,0,0.0,55,0.020238095,23.27552205,Nov,2,2,1,2,Returning_Visitor,False,True
2,36.25,0,0.0,29,0.003448276,0.0,Oct,2,2,9,2,New_Visitor,True,False
0,0.0,0,0.0,5,0.04,0.0,Feb,1,1,9,3,Returning_Visitor,False,False
0,0.0,0,0.0,14,0.01025641,0.0,Dec,1,1,3,10,Returning_Visitor,False,False
2,30.0,0,0.0,10,0.025,0.0,May,3,6,3,3,New_Visitor,False,False
2,3.0,4,161.5,137,0.020956372,5.482895824,Nov,2,2,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,1,0.066666667,0.0,Nov,2,2,4,3,Other,False,False
2,83.0,0,0.0,15,0.005882353,0.0,Mar,1,1,3,2,Returning_Visitor,True,False
1,14.0,0,0.0,11,0.016666667,0.0,Nov,2,2,6,1,Returning_Visitor,True,False
0,0.0,0,0.0,11,0.036363636,0.0,Dec,3,2,6,2,New_Visitor,True,False
1,40.0,5,279.5,62,0.007230392,11.48461765,Mar,3,2,1,9,Returning_Visitor,True,True
4,95.8,2,35.7,14,0.011111111,0.0,Oct,2,4,7,2,New_Visitor,False,False
0,0.0,0,0.0,24,0.029166667,0.0,Nov,2,2,2,1,Returning_Visitor,False,False
12,203.28,4,241.7,47,0.015186147,0.0,Nov,4,2,4,2,Returning_Visitor,False,False
7,86.27777778,2,21.0,80,0.021527778,25.76598645,Nov,3,2,1,10,Returning_Visitor,True,True
4,61.5,0,0.0,40,0.003216374,0.0,May,3,2,1,11,New_Visitor,False,False
0,0.0,0,0.0,18,0.025,0.0,May,2,2,3,2,New_Visitor,False,False
3,166.0,1,140.0,35,0.05,0.0,May,2,5,6,1,Returning_Visitor,True,False
2,42.4,0,0.0,5,0.028571429,20.71678117,Aug,2,10,3,3,Returning_Visitor,False,True
5,87.8,0,0.0,38,0.011382114,52.28594057,Oct,1,1,1,2,Returning_Visitor,True,True
0,0.0,0,0.0,56,0.03345679,0.0,Aug,1,1,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,9,0.025,53.988,May,1,1,1,4,New_Visitor,False,True
1,19.0,0,0.0,7,0.028571429,0.0,Mar,3,2,2,10,Returning_Visitor,False,False
0,0.0,0,0.0,12,0.025,0.0,Nov,1,1,9,2,Returning_Visitor,True,False
0,0.0,2,7.0,18,0.025555556,0.0,Nov,2,2,1,10,Returning_Visitor,False,False
0,0.0,0,0.0,43,0.03255814,0.0,May,2,5,1,2,Returning_Visitor,False,False
1,59.4,0,0.0,73,0.0,258.5498732,Sep,2,2,3,2,New_Visitor,False,True
2,95.5,0,0.0,13,0.002666667,0.0,Mar,3,2,1,8,New_Visitor,False,False
